Exists,Page Name,Pages That Link To This Page,Pages Linked from This Page
No,/index.php/Is_sudden_unexplained_death_in_adult_epileptic_patients_associated_with_geomagnetic_disturbances_at_the_day_of_death_or_the_4_days_before?,,
No,/index.php/Are_geomagnetic_disturbances_a_risk_factor_for_the_sudden_unexplained_death_of_epileptic_children?,,
Yes,/index.php/Cardiac_neural_discharge_and_epileptogenic_activity_in_the_cat:_An_animal_model_for_unexplained_death,"/index.php//www.mediawiki.org/",
Yes,"/index.php/Paroxysmal_autonomic_dysfunction,_epileptogenic_activity_and_sudden_death","/index.php//www.mediawiki.org/",
Yes,/index.php/Coroner_and_medical_examiner_documentation_of_sudden_unexplained_deaths_in_epilepsy,"/index.php//www.mediawiki.org/",
Yes,/index.php/A_nationwide_survey_of_the_extent_of_autopsy_in_sudden_unexplained_death_in_epilepsy,"/index.php//www.mediawiki.org/",
Yes,/index.php/Videoelectrographic_and_clinical_features_in_patients_with_ictal_asystole,"/index.php//www.mediawiki.org/",
Yes,/index.php/Sudden_unexplained_death_in_epilepsy:_The_role_of_the_heart,"/index.php//www.mediawiki.org/",
No,/index.php/Ictal_asystole:_A_benign_condition?,,
Yes,/index.php/Anoxia-ischemia:_A_mechanism_of_seizure_termination_in_ictal_asystole,"/index.php//www.mediawiki.org/",
Yes,/index.php/Prolongation_of_the_QT_interval_and_the_sudden_infant_death_syndrome,"/index.php//www.mediawiki.org/",
Yes,/index.php/Cardiac_arrhythmias_of_genetic_origin_are_important_contributors_to_sudden_infant_death_syndrome,"/index.php//www.mediawiki.org/",
Yes,/index.php/Neural_control_of_heart_rate_is_an_arrhythmia_risk_modifier_in_long_QT_syndrome,"/index.php//www.mediawiki.org/",
Yes,/index.php/Evaluation_of_sudden_death_in_epilepsy,"/index.php//www.mediawiki.org/",
No,/index.php/Could_sudden_death_syndrome_(SDS)_in_chickens_(Gallus_gallus)_be_a_valid_animal_model_for_sudden_unexpected_death_in_epilepsy_(SUDEP)?,,
No,/index.php/Preventing_tomorrowâ€™s_sudden_cardiac_death_in_epilepsy_today:_What_should_physicians_know_about_this?,,
No,/index.php/Adult_hippocampal_neurogenesis_and_sudden_unexpected_death_in_epilepsy:_Reality_or_just_an_attractive_history?,,
Yes,/index.php/The_other_side_of_the_coin:_Beneficiary_effect_of_omega-3_fatty_acids_in_sudden_unexpected_death_in_epilepsy,"/index.php//www.mediawiki.org/",
Yes,/index.php/Benefits_of_sunlight:_Vitamin_D_deficiency_might_increase_the_risk_of_sudden_unexpected_death_in_epilepsy,"/index.php//www.mediawiki.org/",
Yes,/index.php/An_animal_model_for_SUDEP:_The_questions_shape_the_answers,"/index.php//www.mediawiki.org/",
No,/index.php/Could_sudden_cardiac_death_in_epilepsy_be_related_to_the_occurrence_of_thalamic_dysfunction_or_anatomic_change?,,
Yes,/index.php/Cardiac_asystole_in_partial_seizures,"/index.php//www.mediawiki.org/",
Yes,"/index.php/Seizures_and_brain_regulatory_systems:_consciousness,_sleep,_and_autonomic_systems","/index.php//www.mediawiki.org/",
Yes,/index.php/Stertorous_breathing_is_a_reliably_identified_sign_that_helps_in_the_differentiation_of_epileptic_from_psychogenic_non-epileptic_convulsions:_An_audit,"/index.php//www.mediawiki.org/",
Yes,/index.php/Takotsubo_cardiomyopathy_associated_with_status_epilepticus,"/index.php//www.mediawiki.org/",
Yes,/index.php/Ictal_apnea_linked_to_contralateral_spread_of_temporal_lobe_seizures:_Intracranial_EEG_recordings_in_refractory_temporal_lobe_epilepsy,"/index.php//www.mediawiki.org/",
Yes,/index.php/Respiratory_changes_with_seizures_in_localization-related_epilepsy:_Analysis_of_periictal_hypercapnia_and_airflow_patterns,"/index.php//www.mediawiki.org/",
Yes,/index.php/Postictal_generalized_EEG_suppression_is_linked_to_seizure-associated_respiratory_dysfunction_but_not_postictal_apnea,"/index.php//www.mediawiki.org/",
Yes,"/index.php/Impact_of_periictal_interventions_on_respiratory_dysfunction,_postictal_EEG_suppression,_and_postictal_immobility","/index.php//www.mediawiki.org/",
No,/index.php/Can_technology_help_reduce_risk_of_harm_in_patients_with_epilepsy?,,
No,/index.php/Keeping_patients_with_epilepsy_safe:_a_surmountable_challenge?,,
Yes,/index.php/A_novel_mouse_model_for_sudden_unexpected_death_in_epilepsy_(SUDEP):_Role_of_impaired_adenosine_clearance,"/index.php//www.mediawiki.org/",
Yes,/index.php/Long-term_mortality_in_childhood-onset_epilepsy,"/index.php//www.mediawiki.org/",
Yes,/index.php/The_descending_afferent_connections_of_the_paraventricular_nucleus_of_the_hypothalamus_(pvn),"/index.php//www.mediawiki.org/",
Yes,/index.php/Changes_in_plasma_catecholamines_after_tonic-clonic_seizures,"/index.php//www.mediawiki.org/",
Yes,/index.php/Epileptic_sudden_death:_Animal_models,"/index.php//www.mediawiki.org/",
Yes,/index.php/Partial_seizures_presenting_as_life-threatening_apnea,"/index.php//www.mediawiki.org/",
Yes,/index.php/Profiles_of_instant_heart_rate_during_partial_seizures,"/index.php//www.mediawiki.org/",
Yes,/index.php/A_case_of_seizure-related_bradycardia_and_asystole,"/index.php//www.mediawiki.org/",
No,/index.php/Deaths_from_epilepsy:_What_next?,,
Yes,/index.php/Postictal_central_apnea_as_a_cause_of_SUDEP:_Evidence_from_near-SUDEP_incident,"/index.php//www.mediawiki.org/",
No,/index.php/Demystifying_sudden_unexplained_death_in_epilepsy_â€“_Are_we_close?,,
No,/index.php/What_is_known_about_the_mechanisms_underlying_SUDEP?,,
Yes,/index.php/Symposium_on_the_neurophysiology_of_Sudden_Unexpected_Death_in_Epilepsy,"/index.php//www.mediawiki.org/",
Yes,/index.php/Report_of_the_American_Epilepsy_Society_and_the_Epilepsy_Foundation_joint_task_force_on_sudden_unexplained_death_in_epilepsy,"/index.php//www.mediawiki.org/",
No,/index.php/Is_cold_the_new_hot_in_sudden_unexpected_death_in_epilepsy?_Effect_of_low_temperature_on_heart_rate_of_rats_with_epilepsy,,
Yes,/index.php/Seizure_control_and_mortality_in_epilepsy,"/index.php//www.mediawiki.org/",
Yes,/index.php/A_reprassial_of_mortality_after_epilepsy_surgery,"/index.php//www.mediawiki.org/",
Yes,/index.php/Prevalence_of_cardiac_conduction_disturbances_during_carbamazepine_treatment:_Preliminary_data,"/index.php//www.mediawiki.org/",/index.php/Increased_QT_dispersion_in_epileptic_children
Yes,"/index.php/Changes_in_respiratory-modulated_neural_activities,_consistent_with_obstructive_and_central_apnea,_during_fictive_seizures_in_an_in_situ_anaesthetized_rat_preparation","/index.php//www.mediawiki.org/",
Yes,/index.php/Long-term_survival_after_epilepsy_surgery_compared_with_matched_epilepsy_controls_and_the_general_population,"/index.php//www.mediawiki.org/",
Yes,/index.php/Insights_from_the_study_of_heart_rate_variability,"/index.php//www.mediawiki.org/",
Yes,/index.php/Effects_of_vagus_nerve_stimulation_on_cardiovascular_regulation_in_patients_with_epilepsy,"/index.php//www.mediawiki.org/",
Yes,/index.php/Obstructive_apnea_due_to_laryngospasm_links_ictal_to_postictal_events_in_SUDEP_cases_and_offers_practical_biomarkers_for_review_of_past_cases_and_prevention_of_new_ones,"/index.php//www.mediawiki.org/",
Yes,/index.php/Observations_on_some_cases_of_permanently_slow_pulse,"/index.php/index.php/Cases_of_diseases_of_the_heart_accompanied_with_pathological_observations//www.mediawiki.org/",/index.php/Cases_of_diseases_of_the_heart_accompanied_with_pathological_observations
Yes,/index.php/Cardiorespiratory_findings_in_sudden_unexplained/unexpected_death_in_epilepsy_(SUDEP),"/index.php//www.mediawiki.org/",
Yes,/index.php/Brain_or_heart-that_is_the_question,"/index.php//www.mediawiki.org/",
Yes,"/index.php/Development_of_cardiac_innervation,_ventricular_fibrillation,_and_sudden_infant_death_syndrome","/index.php//www.mediawiki.org/",
No,/index.php/Epilepsy_and_the_long_QT_syndrome:_is_there_a_link?_â€“_Commentary_on_Hindocha_et_al.,,
No,/index.php/Epilepsy:_A_â€˜going_apeâ€™_model_for_SUDEP?,,
Yes,/index.php/Ictal_asystole_in_temporal_lobe_epilepsy_before_and_after_pacemaker_implantation,"/index.php/index.php/Ictal_asystole_â€“_Late_manifestation_of_partial_epilepsy_and_importance_of_cardiac_pacemaker//www.mediawiki.org/",/index.php/Ictal_asystole_â€“_Late_manifestation_of_partial_epilepsy_and_importance_of_cardiac_pacemaker
Yes,/index.php/Postictal_increase_in_T-wave_alternans_after_generalized_tonicâ€“clonic_seizures,"/index.php//www.mediawiki.org/",
No,/index.php/Do_alterations_in_inter-ictal_heart_rate_variability_predict_sudden_unexpected_death_in_epilepsy?,,
Yes,/index.php/Sudden_unexpected_death_in_epilepsy:_Risk_factors_and_potential_pathomechanisms,"/index.php//www.mediawiki.org/",
Yes,/index.php/Pathologic_cardiac_repolarization_in_pharmacoresistant_epilepsy_and_its_potential_role_in_sudden_unexpected_death_in_epilepsy:_a_case-control_study,"/index.php//www.mediawiki.org/",
Yes,/index.php/Postictal_generalized_electroencephalographic_suppression_is_associated_with_generalized_seizures,"/index.php/index.php/Postictal_generalized_EEG_suppression:_an_inconsistent_finding_in_people_with_multiple_seizures//www.mediawiki.org/",/index.php/An_electroclinical_case-control_study_of_sudden_unexpected_death_in_epilepsy
Yes,/index.php/Heart_rate_differences_between_right_and_left_unilateral_electroconvulsive_therapy,"/index.php//www.mediawiki.org/",
No,/index.php/Mortality_in_captive_baboons_with_seizures:_A_new_model_for_SUDEP?,,
Yes,/index.php/Ictal_changes_in_parasympathetic_tone:_Prediction_of_postictal_oxygen_desaturation,"/index.php//www.mediawiki.org/",
Yes,"/index.php/Assessing_the_link_between_omega-3_fatty_acids,_cardiac_arrest,_and_sudden_unexpected_death_in_epilepsy","/index.php//www.mediawiki.org/",
Yes,"/index.php/Heart_rate_variability:_Standards_of_measurement,_physiological_interpretation_and_clinical_use","/index.php//www.mediawiki.org/",
Yes,/index.php/Severe_postictal_laryngospasm_as_a_potential_mechanism_for_sudden_unexpected_death_in_epilepsy:_A_near-miss_in_an_EMU,"/index.php//www.mediawiki.org/",/index.php/CNS_innervation_of_posterior_cricoarytenoid_muscles:_A_transneuronal_labeling_study
No,/index.php/Electrocardiograph_QT_lengthening_associated_with_epileptiform_EEG_discharges_â€“_A_role_in_sudden_unexplained_death_in_epilepsy?,,
Yes,/index.php/Short_QTc_in_epilepsy_patients_without_cardiac_symptoms,"/index.php//www.mediawiki.org/",/index.php/Increased_QT_dispersion_in_epileptic_children
Yes,/index.php/Sudden_unexpected_death_in_epilepsy:_Evidence-based_analysis_of_incidence_and_risk_factors,"/index.php//www.mediawiki.org/",/index.php/Comparison_of_anti-epileptic_drug_levels_in_different_cases_of_sudden_death
Yes,"/index.php/Cohort_study_of_incidence_of_sudden_unexplained_death_in_persons_with_seizure_disorder_treated_with_antiepileptic_drugs_in_Saskatchewan,_Canada","/index.php//www.mediawiki.org/",
No,/index.php/Does_the_lunar_phase_have_an_effect_on_sudden_unexpected_death_in_epilepsy?,,
Yes,"/index.php/Neurogenic_pulmonary_edema_in_unexpected,_unexplained_death_of_epileptic_patients","/index.php//www.mediawiki.org/",
Yes,"/index.php/Unexpected,_unexplained_death_in_epileptic_patients","/index.php//www.mediawiki.org/",
Yes,/index.php/Ictal_apnea_of_epileptic_origin,"/index.php//www.mediawiki.org/",
Yes,/index.php/Pathogenesis_of_neurogenic_pulmonary_oedema,"/index.php//www.mediawiki.org/",
Yes,/index.php/Speculations_on_neurogenic_pulmonary_edema_(NPE),"/index.php//www.mediawiki.org/",
Yes,/index.php/Amygdala_sclerosis_in_sudden_and_unexpected_death_in_epilepsy,"/index.php/index.php/Cardiac_and_respiratory_correlations_with_unit_discharge_in_human_amygdala_and_hippocampus/index.php/Respiratory_modulation_of_neuronal_discharge_in_the_central_nucleus_of_the_amygdala_during_sleep_and_waking_states//www.mediawiki.org/",/index.php/Respiratory_modulation_of_neuronal_discharge_in_the_central_nucleus_of_the_amygdala_during_sleep_and_waking_states
Yes,/index.php/Sudden_and_unexpected_death_in_epilepsy_(SUDEP):_evidence_of_acute_neuronal_injury_using_HSP-70_and_c-Jun_immunohistochemistry,"/index.php//www.mediawiki.org/",
Yes,/index.php/Sudden_unexpected_death_in_epilepsy:_assessing_the_public_health_burden,"/index.php//www.mediawiki.org/",
No,/index.php/Sudden_unexpected_death_in_epilepsy:_is_death_by_seizures_a_cardiac_disease?,,
Yes,/index.php/Sudden_unexpected_death_in_epilepsy:_A_local_audit,"/index.php//www.mediawiki.org/",
No,/index.php/Sudden_unexpected_death_in_epilepsy:_Is_carbamazepine_implicated?,,
Yes,/index.php/Ictal_bradycardia_in_partial_epileptic_seizures:_Autonomic_investigation_in_three_cases_and_literature_review,"/index.php//www.mediawiki.org/",
Yes,/index.php/Heart_rate_variability_in_patients_with_epilepsy,"/index.php//www.mediawiki.org/",
Yes,/index.php/Postmortem_changes_in_blood_concentrations_of_phenytoin_and_carbamazepine:_An_experimental_study,"/index.php//www.mediawiki.org/",
No,/index.php/Genetic_screening_for_SUDEP?_â€“_Commentary_on_Hindocha_et_al.,,
Yes,/index.php/Life_expectancy_in_epilepsy,"/index.php//www.mediawiki.org/",
Yes,/index.php/Sudden_unexpected_death_in_epilepsy:_a_review_of_incidence_and_risk_factors,"/index.php//www.mediawiki.org/",
Yes,/index.php/Cardiopulmonary_surveillance_to_prevent_SUDEP_â€“_Authorsâ€™_reply,"/index.php//www.mediawiki.org/",
No,"/index.php/Who_to_target_in_sudden_unexpected_death_in_epilepsy_prevention_and_how?_Risk_factors,_biomarkers,_and_intervention_study_designs",,
Yes,"/index.php/Medical_risks_in_epilepsy:_a_review_with_focus_on_physical_injuries,_mortality,_traffic_accidents_and_their_prevention","/index.php//www.mediawiki.org/",
Yes,/index.php/Post-mortem_review_and_genetic_analysis_of_sudden_unexpected_death_in_epilepsy_cases,"/index.php//www.mediawiki.org/",
Yes,/index.php/Evidence_supporting_a_role_of_serotonin_in_modulation_of_sudden_death_induced_by_seizures_in_DBA/2_mice,"/index.php//www.mediawiki.org/",
No,/index.php/Tongue_bite_injuries_â€“_A_diagnostic_criterium_for_death_in_epileptic_seizure?,,
No,/index.php/Non-EEG_based_ambulatory_seizure_detection_designed_for_home_use:_What_is_available_and_how_will_it_influence_epilepsy_care?,,
Yes,/index.php/Some_autonomic_concomitants_of_ictal_automatism;_A_study_of_temporal_lobe_attack,"/index.php//www.mediawiki.org/",
Yes,"/index.php/Sensory,_motor_and_autonomic_effects_of_mesial_temporal_stimulation_in_man","/index.php//www.mediawiki.org/",
Yes,/index.php/A_correlation_of_autonomic_and_EEG_components_in_temporal_lobe_epilepsy,"/index.php//www.mediawiki.org/",
No,/index.php/Automated_non-EEG_based_seizure_detection:_Do_users_have_a_say?,,
Yes,/index.php/Non-EEG_seizure_detection_systems_and_potential_SUDEP_prevention:_State_of_the_art:_Review_and_update,"/index.php//www.mediawiki.org/",
Yes,/index.php/Cardiac_arrhythmias_during_or_after_epileptic_seizures,"/index.php//www.mediawiki.org/",
Yes,/index.php/Lamotrigine_in_idiopathic_epilepsy_â€“_Increased_risk_of_cardiac_death,"/index.php//www.mediawiki.org/",
Yes,"/index.php/Bradycardia,_an_epileptic_ictal_manifestation","/index.php//www.mediawiki.org/",
Yes,/index.php/Tracking_generalized_tonic-clonic_seizures_with_a_wrist_accelerometer_linked_to_an_online_database,"/index.php//www.mediawiki.org/",
Yes,/index.php/Oxygenation_prevents_sudden_death_in_seizure-prone_mice,"/index.php//www.mediawiki.org/",
Yes,/index.php/Idiopathic_cardiac_asystole_presenting_as_an_intractable_adult_onset_partial_seizure_disorder,"/index.php//www.mediawiki.org/",
Yes,/index.php/Baseline_elevation_and_reduction_in_cardiac_electrical_instability_assessed_by_quantitative_T-wave_alternans_in_patients_with_drug-resistant_epilepsy_treated_with_vagus_nerve_stimulation_in_the_AspireSR_E-36_trial,"/index.php//www.mediawiki.org/",
Yes,/index.php/Ascending_projection_from_the_respiratory_centre_to_mesencephalon_and_diencephalon,"/index.php//www.mediawiki.org/",
Yes,/index.php/Outcomes_in_248_patients_who_had_diagnostic_evaluations_for_epilepsy_surgery,"/index.php//www.mediawiki.org/",
Yes,/index.php/SUDEP_in_the_Netherlands:_A_retrospective_study_in_a_tertiary_referral_center,"/index.php//www.mediawiki.org/",
Yes,/index.php/Incidence_and_risk_factors_in_sudden_unexpected_death_in_epilepsy:_A_prospective_cohort_study,"/index.php//www.mediawiki.org/",/index.php/Comparison_of_anti-epileptic_drug_levels_in_different_cases_of_sudden_death
No,/index.php/Do_antiepileptic_drugs_play_a_role_in_sudden_unexpected_death_in_epilepsy?,,
Yes,/index.php/CNS_innervation_of_posterior_cricoarytenoid_muscles:_A_transneuronal_labeling_study,"/index.php/index.php/Severe_postictal_laryngospasm_as_a_potential_mechanism_for_sudden_unexpected_death_in_epilepsy:_A_near-miss_in_an_EMU//www.mediawiki.org/",
Yes,/index.php/Sudden_unexplained_death_in_children_with_epilepsy:_A_cohort_study_with_an_eighteen-year_follow-up,"/index.php//www.mediawiki.org/",
Yes,/index.php/Complete_atrio-ventricular_conduction_block_during_complex_partial_seizure,"/index.php//www.mediawiki.org/",
Yes,/index.php/Heart_rate_changes_during_partial_seizures:_a_study_amongst_Singaporean_patients,"/index.php//www.mediawiki.org/",
Yes,/index.php/Variability_of_antiepileptic_medication_taking_behaviour_in_sudden_unexplained_death_in_epilepsy:_Hair_analysis_at_autopsy,"/index.php//www.mediawiki.org/",
Yes,/index.php/18-year_old_patient_with_anti-epileptic_therapy_and_sudden_cardiac_death,"/index.php//www.mediawiki.org/",
Yes,/index.php/Impact_of_periictal_nurse_interventions_on_postictal_generalized_EEG_suppression_in_generalized_convulsive_seizures,"/index.php//www.mediawiki.org/",
Yes,/index.php/Power_spectrum_analysis_of_heart_rate_variability_in_children_with_epilepsy,"/index.php//www.mediawiki.org/",
Yes,/index.php/Cerebral_hemispheric_lateralization_in_cardiac_autonomic_control,"/index.php//www.mediawiki.org/",
Yes,/index.php/Direct_projections_from_the_ventrolateral_medulla_oblongata_to_the_limbic_forebrain:_Anterograde_and_retrograde_tract-tracing_studies_in_the_rat,"/index.php/index.php/Amygdaloid_projections_to_the_mesencephalon,_pons_and_medulla_oblongata_in_the_cat//www.mediawiki.org/","/index.php/Amygdaloid_projections_to_the_mesencephalon,_pons_and_medulla_oblongata_in_the_cat"
Yes,/index.php/Unilateral_cerebral_inactivation_produces_differential_left/right_heart_rate_responses,"/index.php/index.php/Cardiovascular_effects_of_human_insular_cortex_stimulation//www.mediawiki.org/",/index.php/Cardiovascular_effects_of_human_insular_cortex_stimulation
Yes,/index.php/Respiratory_modulation_of_neuronal_discharge_in_the_central_nucleus_of_the_amygdala_during_sleep_and_waking_states,"/index.php/index.php/Breathing_inhibited_when_seizures_spread_to_the_amygdala_and_upon_amygdala_stimulation/index.php/Cardiac_and_respiratory_correlations_with_unit_discharge_in_human_amygdala_and_hippocampus/index.php/Sleep_states_attenuate_the_pressor_response_to_central_amygdala_stimulation/index.php/Amygdaloid_projections_to_the_mesencephalon,_pons_and_medulla_oblongata_in_the_cat","/index.php/Breathing_inhibited_when_seizures_spread_to_the_amygdala_and_upon_amygdala_stimulation/index.php/Amygdala_and_hippocampus_are_symptomatogenic_zones_for_central_apneic_seizures/index.php/Respiratory_arrest_from_seizure_discharges_in_the_limbic_system/index.php/Amygdala-stimulation-induced_apnea_is_attention_and_nasal_breathing_dependent/index.php/Amygdala_sclerosis_in_sudden_and_unexpected_death_in_epilepsy"
Yes,"/index.php/Anticonvulsant_drug_effects_on_spontaneous_thalamocortical_rhythms_in_vitro:_Phenytoin,_carbamazepine,_and_phenobarbital","/index.php/index.php/Long-duration_self-sustained_epileptiform_activity_in_the_hippocampal-parahippocampal_slice:_A_model_of_status_epilepticus//www.mediawiki.org/",
Yes,/index.php/Heart_rate_changes_and_ECG_abnormalities_during_epileptic_seizures:_Prevalence_and_definition_of_an_objective_clinical_sign,"/index.php/index.php/Ictal_asystole_â€“_Late_manifestation_of_partial_epilepsy_and_importance_of_cardiac_pacemaker//www.mediawiki.org/",/index.php/Ictal_asystole_â€“_Late_manifestation_of_partial_epilepsy_and_importance_of_cardiac_pacemaker
Yes,/index.php/Ictal_asystole_â€“_Late_manifestation_of_partial_epilepsy_and_importance_of_cardiac_pacemaker,"/index.php/index.php/Ictal_asystole_in_temporal_lobe_epilepsy_before_and_after_pacemaker_implantation/index.php/Heart_rate_changes_and_ECG_abnormalities_during_epileptic_seizures:_Prevalence_and_definition_of_an_objective_clinical_sign//www.mediawiki.org/","/index.php/Ictal_asystole_in_temporal_lobe_epilepsy_before_and_after_pacemaker_implantation/index.php/Heart_rate_changes_and_ECG_abnormalities_during_epileptic_seizures:_Prevalence_and_definition_of_an_objective_clinical_sign"
No,//www.mediawiki.org/,,"/index.php/Epilepsy_and_sudden_death:_notes_from_George_Washington's_diaries_on_the_illness_and_death_of_Martha_Parke-Custis_(1756-1773)/index.php/The_sudden_death_of_Patsy_Custis,_or_George_Washington_on_sudden_unexplained_death_in_epilepsy/index.php/Sudden_unexpected_death_in_epilepsy:_Current_knowledge_and_future_directions/index.php/Cardiac_causes_of_sudden_unexpected_death_in_children_and_their_relationship_to_seizures_and_syncope:_Genetic_testing_for_cardiac_electropathies/index.php/Cases_of_diseases_of_the_heart_accompanied_with_pathological_observations"